1758986455.474335,chat,temperature,0.3,1,0.08
1758986465.113281,chat,temperature,0.3,1,0.08
1759596092.7465491,search,retrieval_k,3,1,0.08
1759596092.7465491,search,tie_breaker,prefer_realtime,1,0.08
1759596131.7628503,search,retrieval_k,3,1,0.08
1759596131.7628503,search,tie_breaker,prefer_realtime,1,0.08
1759596157.157402,chat,temperature,0.3,1,0.08
1759596198.9042203,search,retrieval_k,3,1,0.08
1759596198.9042203,search,tie_breaker,prefer_realtime,1,0.08
1759596215.174268,chat,temperature,0.3,1,0.08
1759596232.0474336,chat,temperature,0.3,1,0.08
1759596257.786098,chat,temperature,0.3,1,0.08
1759596283.8806782,chat,temperature,0.3,1,0.08
1759596306.4576313,chat,temperature,0.3,1,0.08
1759596415.0845435,chat,temperature,0.3,1,0.08
1759596445.0129101,chat,temperature,0.3,1,0.08
1759596474.0745738,chat,temperature,0.3,1,0.08
1759596509.1890435,chat,temperature,0.3,1,0.08
1759596595.1103008,chat,temperature,0.7,1,0.08
1759596611.1576467,chat,temperature,0.3,1,0.08
1759733961.944921,chat,temperature,0.3,1,0.08
1759733982.2615962,chat,temperature,0.3,1,0.08
1759734054.4635403,chat,temperature,0.3,1,0.08
1759734080.0185454,chat,temperature,0.3,1,0.08
1759734111.1570597,chat,temperature,0.3,1,0.08
1759734127.1019576,chat,temperature,0.3,1,0.08
1759734156.751434,chat,temperature,0.3,1,0.08
1759734209.9513524,chat,temperature,0.3,1,0.08
1759734244.473284,chat,temperature,0.3,1,0.08
1759734284.9346907,chat,temperature,0.3,1,0.08
1759734314.697698,chat,temperature,0.3,1,0.08
1759734327.8916085,chat,temperature,0.3,1,0.08
1759734538.4261742,chat,temperature,0.3,1,0.08
1759749523.0543532,chat,temperature,0.3,1,0.08
1759749571.9201589,search,retrieval_k,3,1,0.08
1759749571.9201589,search,tie_breaker,prefer_realtime,1,0.08
1759749614.0522308,search,retrieval_k,3,1,0.08
1759749614.0522308,search,tie_breaker,prefer_realtime,1,0.08
1759749652.8490999,search,retrieval_k,3,1,0.08
1759749652.8490999,search,tie_breaker,prefer_realtime,1,0.08
1759749679.8480246,chat,temperature,0.3,1,0.08
1759749821.5349965,chat,temperature,0.3,1,0.08
1759749862.0742261,chat,temperature,0.3,1,0.08
1759749910.1641848,chat,temperature,0.3,1,0.08
1759749944.8197236,search,retrieval_k,3,1,0.08
1759749944.8197236,search,tie_breaker,prefer_realtime,1,0.08
1759750019.7440703,chat,temperature,0.3,1,0.08
1759750061.337969,chat,temperature,0.3,1,0.08
1759750141.2172906,chat,temperature,0.3,1,0.08
1759750160.6540568,chat,temperature,0.3,1,0.08
1759750192.2960718,chat,temperature,0.3,1,0.08
1759750289.8363976,search,retrieval_k,3,1,0.08
1759750289.8363976,search,tie_breaker,prefer_realtime,1,0.08
1759750323.9420714,chat,temperature,0.3,1,0.08
1759750366.8131404,chat,temperature,0.3,1,0.08
1759750418.6111174,chat,temperature,0.3,1,0.08
1759750428.8400967,chat,temperature,0.3,1,0.08
1759750449.23926,chat,temperature,0.3,1,0.08
1759751233.5024002,search,retrieval_k,3,1,0.08
1759751233.5024002,search,tie_breaker,prefer_realtime,1,0.08
1759751276.3986526,search,retrieval_k,3,1,0.08
1759751276.3986526,search,tie_breaker,prefer_realtime,1,0.08
1759751570.246416,chat,temperature,0.3,1,0.08
1759751586.5489345,chat,temperature,0.3,1,0.08
1759751609.0860262,chat,temperature,0.3,1,0.08
1759751623.0919466,chat,temperature,0.3,1,0.08
1759751667.8179893,chat,temperature,0.3,1,0.08
1761029315.2826748,search,retrieval_k,3,1,0.08
1761029315.2826748,search,tie_breaker,prefer_realtime,1,0.08
1761029353.9582505,search,retrieval_k,3,1,0.08
1761029353.9582505,search,tie_breaker,prefer_general,1,0.08
1761029387.5151558,chat,temperature,0.3,1,0.08
1761030279.7407732,chat,temperature,0.7,1,0.08
1761741726.49947,chat,temperature,0.3,1,0.08
1761741743.5877078,chat,temperature,0.3,1,0.08
1761741848.1807878,chat,temperature,0.3,1,0.08
1762075073.4470396,chat,temperature,0.3,1,0.08
1762075147.3735583,search,retrieval_k,3,1,0.08
1762075147.3735583,search,tie_breaker,prefer_realtime,1,0.08
1762075175.427183,chat,temperature,0.3,1,0.08
1762075183.1409352,chat,temperature,0.3,1,0.08
1762075318.488576,chat,temperature,0.3,1,0.08
1762075349.8353906,chat,temperature,0.3,1,0.08
1762075366.2642417,chat,temperature,0.7,1,0.08
1762075386.9834068,chat,temperature,0.3,1,0.08
1762075705.4418209,chat,temperature,0.3,1,0.08
1762075713.5382333,chat,temperature,0.3,1,0.08
1762075718.8737798,chat,temperature,0.3,1,0.08
1762075728.9417956,chat,temperature,0.3,1,0.08
1762075797.9002147,chat,temperature,0.3,1,0.08
1762078330.495044,chat,temperature,0.3,1,0.08
1762078353.3847086,chat,temperature,0.3,1,0.08
1762078361.0233371,chat,temperature,0.3,1,0.08
1762078371.2634327,chat,temperature,0.3,1,0.08
1762078381.1258419,chat,temperature,0.3,1,0.08
1762078386.9661922,chat,temperature,0.3,1,0.08
1763206649.0201466,chat,temperature,0.3,1,0.08
1763206707.488987,chat,temperature,0.3,1,0.08
1763206733.667356,chat,temperature,0.3,1,0.08
1763987222.0697868,search,retrieval_k,3,1,0.08
1763987222.0697868,search,tie_breaker,prefer_general,1,0.08
1763987246.9333034,chat,temperature,0.3,1,0.08
1763987296.4359322,chat,temperature,0.3,1,0.08
1763987331.9888558,chat,temperature,0.3,1,0.08
1763987364.7033868,chat,temperature,0.3,1,0.08
1763988962.1973696,chat,temperature,0.3,1,0.08
1763989279.563908,chat,temperature,0.3,1,0.08
1764045638.5312726,chat,temperature,0.3,1,0.08
